subset,instrument,instrument_id,song_id,uuid4,noise_category
test,flute,3,51,01b13440-aaa6-54e1-f72e-d13787b92c08,white_noise
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,ambience
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,applause
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,bird
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,crowd
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,fan
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,microphone
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,rain
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,street
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,talking
training,trumpet,6,186,01baf3fb-228d-5624-fc31-b59d0fe06c91,white_noise
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,ambience
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,applause
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,bird
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,crowd
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,fan
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,microphone
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,rain
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,street
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,talking
training,piano,4,181,0236356b-9b21-51e6-f2af-9d0ad644d95d,white_noise
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,ambience
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,applause
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,bird
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,crowd
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,fan
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,microphone
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,rain
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,street
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,talking
validation,clarinet,0,201,02758cf4-7421-58fe-f987-aa426a3d8f0f,white_noise
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,ambience
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,applause
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,bird
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,crowd
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,fan
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,microphone
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,rain
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,street
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,talking
test,violin,7,131,027db1f8-a437-57b1-ffaf-35a8c3e13ca5,white_noise
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,ambience
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,applause
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,bird
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,crowd
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,fan
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,microphone
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,rain
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,street
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,talking
validation,clarinet,0,201,028a70fb-af57-554f-f8d0-bf23d2aebfaa,white_noise
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,ambience
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,applause
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,bird
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,crowd
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,fan
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,microphone
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,rain
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,street
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,talking
training,trumpet,6,187,02bca10b-46c6-55f0-f89d-b4694a9f6dea,white_noise
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,ambience
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,applause
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,bird
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,crowd
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,fan
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,microphone
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,rain
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,street
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,talking
training,tenor saxophone,5,185,04019660-3963-5ace-f19c-17db30224529,white_noise
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,ambience
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,applause
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,bird
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,crowd
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,fan
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,microphone
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,rain
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,street
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,talking
test,trumpet,6,94,044c1185-f4b3-5f8b-fa66-7de5e48547a4,white_noise
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,ambience
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,applause
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,bird
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,crowd
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,fan
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,microphone
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,rain
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,street
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,talking
test,flute,3,65,0478f9dc-757f-5872-f311-a2c862d22867,white_noise
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,ambience
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,applause
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,bird
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,crowd
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,fan
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,microphone
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,rain
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,street
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,talking
test,clarinet,0,0,04abefc3-337b-51e2-f5ea-6161bab00c11,white_noise
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,ambience
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,applause
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,bird
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,crowd
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,fan
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,microphone
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,rain
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,street
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,talking
test,violin,7,128,04adff91-5911-52ca-fde1-7bd9bd195522,white_noise
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,ambience
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,applause
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,bird
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,crowd
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,fan
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,microphone
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,rain
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,street
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,talking
test,flute,3,65,04e2b594-4d29-5539-f42e-7bd3abae176a,white_noise
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,ambience
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,applause
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,bird
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,crowd
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,fan
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,microphone
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,rain
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,street
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,talking
test,tenor saxophone,5,85,052bb1fc-d465-5aac-fbae-ea9012923897,white_noise
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,ambience
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,applause
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,bird
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,crowd
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,fan
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,microphone
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,rain
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,street
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,talking
test,female singer,2,37,058fcdc0-66fe-501b-f359-7e0059b58712,white_noise
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,ambience
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,applause
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,bird
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,crowd
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,fan
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,microphone
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,rain
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,street
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,talking
training,piano,4,181,05bc0cdb-f7a0-5cbf-fe86-796ca987e411,white_noise
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,ambience
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,applause
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,bird
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,crowd
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,fan
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,microphone
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,rain
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,street
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,talking
test,distorted electric guitar,1,23,05cb7655-88a5-5b37-fdc2-b0db9fb64461,white_noise
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,ambience
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,applause
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,bird
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,crowd
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,fan
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,microphone
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,rain
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,street
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,talking
validation,distorted electric guitar,1,204,061f6386-a235-58dd-f897-712f8bed4752,white_noise
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,ambience
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,applause
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,bird
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,crowd
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,fan
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,microphone
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,rain
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,street
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,talking
test,piano,4,79,0638feba-1706-52b8-fbc8-a471716f2278,white_noise
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,ambience
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,applause
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,bird
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,crowd
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,fan
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,microphone
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,rain
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,street
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,talking
test,clarinet,0,13,0662523b-64b7-571b-fd3c-ad485537b4e1,white_noise
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,ambience
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,applause
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,bird
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,crowd
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,fan
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,microphone
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,rain
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,street
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,talking
validation,clarinet,0,201,06b89eda-d4e1-5a08-f362-4615bc0437f7,white_noise
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,ambience
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,applause
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,bird
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,crowd
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,fan
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,microphone
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,rain
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,street
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,talking
test,violin,7,121,07247e49-d9dc-59e5-f403-069b789ea041,white_noise
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,ambience
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,applause
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,bird
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,crowd
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,fan
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,microphone
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,rain
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,street
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,talking
validation,female singer,2,208,0731f07b-ffb7-59fe-fcdc-9eadc773ef43,white_noise
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,ambience
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,applause
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,bird
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,crowd
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,fan
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,microphone
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,rain
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,street
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,talking
test,flute,3,52,07531514-c6e1-5092-fd70-f86b4ee03409,white_noise
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,ambience
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,applause
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,bird
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,crowd
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,fan
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,microphone
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,rain
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,street
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,talking
training,clarinet,0,141,077394a8-b4d1-5244-fd22-ca130a858e65,white_noise
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,ambience
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,applause
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,bird
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,crowd
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,fan
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,microphone
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,rain
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,street
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,talking
test,tenor saxophone,5,85,07b00551-3b9f-51ab-f742-0d6dfee87047,white_noise
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,ambience
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,applause
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,bird
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,crowd
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,fan
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,microphone
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,rain
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,street
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,talking
validation,distorted electric guitar,1,205,07cb8dd4-1e50-567a-f540-edd2263beb07,white_noise
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,ambience
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,applause
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,bird
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,crowd
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,fan
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,microphone
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,rain
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,street
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,talking
validation,tenor saxophone,5,220,080efa80-a30d-559c-ff19-f155e47a1610,white_noise
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,ambience
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,applause
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,bird
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,crowd
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,fan
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,microphone
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,rain
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,street
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,talking
training,piano,4,174,08355c49-6912-586f-fee7-a63b3f63c338,white_noise
training,piano,4,178,08929e63-9b44-52da-fc4c-3c175258db48,ambience
training,piano,4,178,08929e63-9b44-52da-fc4c-3c175258db48,applause
training,piano,4,178,08929e63-9b44-52da-fc4c-3c175258db48,bird
training,piano,4,178,08929e63-9b44-52da-fc4c-3c175258db48,crowd
training,piano,4,178,08929e63-9b44-52da-fc4c-3c175258db48,fan
